GEOID,totalUnits,occupiedUnits,vacantUnits,whiteHouseholds,renterOccupied,vacancyShare,whiteShare,renterShare,name
060750232003,444,413,31,79,207,0.06981981981981981,0.19128329297820823,0.5012106537530266,"Block Group 3,  Census Tract 232"
060750233001,1000,620,380,69,226,0.38,0.11129032258064517,0.36451612903225805,"Block Group 1,  Census Tract 233"
060750234002,589,550,39,42,367,0.06621392190152801,0.07636363636363637,0.6672727272727272,"Block Group 2,  Census Tract 234"
060750251001,643,602,41,450,232,0.06376360808709176,0.7475083056478405,0.3853820598006645,"Block Group 1,  Census Tract 251"
060750251002,398,375,23,272,98,0.05778894472361809,0.7253333333333334,0.2613333333333333,"Block Group 2,  Census Tract 251"
060750251003,316,292,24,182,75,0.0759493670886076,0.6232876712328768,0.2568493150684932,"Block Group 3,  Census Tract 251"
060750252002,669,634,35,526,275,0.052316890881913304,0.8296529968454258,0.43375394321766564,"Block Group 2,  Census Tract 252"
060750252003,554,519,35,388,130,0.0631768953068592,0.7475915221579962,0.2504816955684008,"Block Group 3,  Census Tract 252"
060750252004,499,477,22,379,138,0.04408817635270541,0.7945492662473794,0.2893081761006289,"Block Group 4,  Census Tract 252"
060750253002,363,344,19,288,141,0.05234159779614325,0.8372093023255814,0.40988372093023256,"Block Group 2,  Census Tract 253"
060750253003,380,338,42,203,270,0.11052631578947368,0.6005917159763313,0.7988165680473372,"Block Group 3,  Census Tract 253"
060750253004,659,628,31,435,441,0.04704097116843703,0.6926751592356688,0.7022292993630573,"Block Group 4,  Census Tract 253"
060750254012,386,366,20,279,147,0.05181347150259067,0.7622950819672131,0.4016393442622951,"Block Group 2,  Census Tract 254.01"
060750254013,419,391,28,249,223,0.06682577565632458,0.6368286445012787,0.5703324808184144,"Block Group 3,  Census Tract 254.01"
060750254022,326,306,20,178,91,0.06134969325153374,0.5816993464052288,0.2973856209150327,"Block Group 2,  Census Tract 254.02"
060750254023,389,380,9,222,129,0.02313624678663239,0.5842105263157895,0.3394736842105263,"Block Group 3,  Census Tract 254.02"
060750254031,669,631,38,381,288,0.05680119581464873,0.6038034865293186,0.45641838351822506,"Block Group 1,  Census Tract 254.03"
060750254032,862,805,57,357,390,0.06612529002320186,0.4434782608695652,0.484472049689441,"Block Group 2,  Census Tract 254.03"
060750255002,369,348,21,151,141,0.056910569105691054,0.4339080459770115,0.4051724137931034,"Block Group 2,  Census Tract 255"
060750255003,310,298,12,157,121,0.03870967741935484,0.5268456375838926,0.40604026845637586,"Block Group 3,  Census Tract 255"
060750255005,434,414,20,196,126,0.04608294930875576,0.47342995169082125,0.30434782608695654,"Block Group 5,  Census Tract 255"
060750255006,716,697,19,355,197,0.02653631284916201,0.509325681492109,0.28263988522238165,"Block Group 6,  Census Tract 255"
060750256001,437,417,20,121,110,0.04576659038901602,0.290167865707434,0.2637889688249401,"Block Group 1,  Census Tract 256"
060750256003,330,316,14,117,60,0.04242424242424243,0.370253164556962,0.189873417721519,"Block Group 3,  Census Tract 256"
060750256004,519,491,28,170,186,0.05394990366088632,0.34623217922606925,0.3788187372708758,"Block Group 4,  Census Tract 256"
060750257011,371,353,18,133,64,0.04851752021563342,0.37677053824362605,0.1813031161473088,"Block Group 1,  Census Tract 257.01"
060750257012,612,579,33,153,252,0.05392156862745098,0.26424870466321243,0.43523316062176165,"Block Group 2,  Census Tract 257.01"
060750257021,381,371,10,79,235,0.026246719160104987,0.21293800539083557,0.633423180592992,"Block Group 1,  Census Tract 257.02"
060750257022,496,468,28,123,252,0.056451612903225805,0.26282051282051283,0.5384615384615384,"Block Group 2,  Census Tract 257.02"
060750258001,367,343,24,94,125,0.0653950953678474,0.27405247813411077,0.36443148688046645,"Block Group 1,  Census Tract 258"
060750258002,246,229,17,52,119,0.06910569105691057,0.22707423580786026,0.519650655021834,"Block Group 2,  Census Tract 258"
060750259002,555,531,24,169,111,0.043243243243243246,0.3182674199623352,0.20903954802259886,"Block Group 2,  Census Tract 259"
060750259003,166,157,9,40,37,0.05421686746987952,0.25477707006369427,0.2356687898089172,"Block Group 3,  Census Tract 259"
060750260011,775,752,23,286,352,0.02967741935483871,0.3803191489361702,0.46808510638297873,"Block Group 1,  Census Tract 260.01"
060750260021,405,387,18,161,108,0.044444444444444446,0.4160206718346253,0.27906976744186046,"Block Group 1,  Census Tract 260.02"
060750260022,579,568,11,234,128,0.018998272884283247,0.4119718309859155,0.22535211267605634,"Block Group 2,  Census Tract 260.02"
060750260032,744,714,30,292,243,0.04032258064516129,0.40896358543417366,0.3403361344537815,"Block Group 2,  Census Tract 260.03"
060750260041,660,639,21,214,280,0.031818181818181815,0.3348982785602504,0.4381846635367762,"Block Group 1,  Census Tract 260.04"
060750261001,501,484,17,129,279,0.033932135728542916,0.2665289256198347,0.5764462809917356,"Block Group 1,  Census Tract 261"
060750261002,699,673,26,159,265,0.03719599427753934,0.2362555720653789,0.3937592867756315,"Block Group 2,  Census Tract 261"
060750261003,370,358,12,102,103,0.032432432432432434,0.2849162011173184,0.2877094972067039,"Block Group 3,  Census Tract 261"
060750262001,541,519,22,173,197,0.04066543438077634,0.3333333333333333,0.37957610789980734,"Block Group 1,  Census Tract 262"
060750262002,381,361,20,86,127,0.05249343832020997,0.23822714681440443,0.3518005540166205,"Block Group 2,  Census Tract 262"
060750262003,372,351,21,87,150,0.056451612903225805,0.24786324786324787,0.42735042735042733,"Block Group 3,  Census Tract 262"
060750262005,317,303,14,79,92,0.04416403785488959,0.2607260726072607,0.30363036303630364,"Block Group 5,  Census Tract 262"
060750263011,345,326,19,87,144,0.05507246376811594,0.2668711656441718,0.44171779141104295,"Block Group 1,  Census Tract 263.01"
060750263012,691,658,33,175,285,0.04775687409551375,0.26595744680851063,0.4331306990881459,"Block Group 2,  Census Tract 263.01"
060750263021,353,339,14,115,133,0.039660056657223795,0.3392330383480826,0.39233038348082594,"Block Group 1,  Census Tract 263.02"
060750263022,346,327,19,115,84,0.05491329479768786,0.3516819571865443,0.25688073394495414,"Block Group 2,  Census Tract 263.02"
060750263023,824,782,42,234,297,0.050970873786407765,0.29923273657289,0.3797953964194373,"Block Group 3,  Census Tract 263.02"
060750263031,702,662,40,136,305,0.05698005698005698,0.2054380664652568,0.4607250755287009,"Block Group 1,  Census Tract 263.03"
060750264011,572,546,26,47,209,0.045454545454545456,0.08608058608058608,0.38278388278388276,"Block Group 1,  Census Tract 264.01"
060750264012,490,470,20,69,143,0.04081632653061224,0.14680851063829786,0.30425531914893617,"Block Group 2,  Census Tract 264.01"
060750264022,434,403,31,85,137,0.07142857142857142,0.2109181141439206,0.3399503722084367,"Block Group 2,  Census Tract 264.02"
060750264023,446,429,17,118,119,0.03811659192825112,0.27505827505827507,0.2773892773892774,"Block Group 3,  Census Tract 264.02"
060750264032,589,555,34,108,255,0.057724957555178265,0.1945945945945946,0.4594594594594595,"Block Group 2,  Census Tract 264.03"
060750264041,384,366,18,50,137,0.046875,0.1366120218579235,0.3743169398907104,"Block Group 1,  Census Tract 264.04"
060750301011,715,682,33,503,461,0.046153846153846156,0.7375366568914956,0.6759530791788856,"Block Group 1,  Census Tract 301.01"
060750301012,602,550,52,406,446,0.08637873754152824,0.7381818181818182,0.8109090909090909,"Block Group 2,  Census Tract 301.01"
060750301014,431,398,33,280,256,0.0765661252900232,0.7035175879396985,0.6432160804020101,"Block Group 4,  Census Tract 301.01"
060750301021,1249,1174,75,859,819,0.0600480384307446,0.731686541737649,0.6976149914821125,"Block Group 1,  Census Tract 301.02"
060750301022,629,595,34,377,258,0.05405405405405406,0.6336134453781512,0.4336134453781513,"Block Group 2,  Census Tract 301.02"
060750301023,460,434,26,374,166,0.05652173913043478,0.8617511520737328,0.3824884792626728,"Block Group 3,  Census Tract 301.02"
060750302012,499,477,22,267,333,0.04408817635270541,0.559748427672956,0.6981132075471698,"Block Group 2,  Census Tract 302.01"
060750302013,534,506,28,312,289,0.052434456928838954,0.616600790513834,0.5711462450592886,"Block Group 3,  Census Tract 302.01"
060750302022,757,705,52,430,568,0.06869220607661823,0.6099290780141844,0.8056737588652483,"Block Group 2,  Census Tract 302.02"
060750302023,695,644,51,418,467,0.07338129496402877,0.6490683229813664,0.7251552795031055,"Block Group 3,  Census Tract 302.02"
060750303011,501,476,25,252,199,0.0499001996007984,0.5294117647058824,0.4180672268907563,"Block Group 1,  Census Tract 303.01"
060750303013,712,664,48,393,350,0.06741573033707865,0.5918674698795181,0.5271084337349398,"Block Group 3,  Census Tract 303.01"
060750303014,476,451,25,250,133,0.052521008403361345,0.5543237250554324,0.29490022172949004,"Block Group 4,  Census Tract 303.01"
060750303022,455,435,20,288,86,0.04395604395604396,0.6620689655172414,0.19770114942528735,"Block Group 2,  Census Tract 303.02"
060750303023,496,466,30,248,130,0.06048387096774194,0.5321888412017167,0.27896995708154504,"Block Group 3,  Census Tract 303.02"
060750304001,409,403,6,291,57,0.014669926650366748,0.7220843672456576,0.141439205955335,"Block Group 1,  Census Tract 304"
060750304003,534,509,25,261,120,0.04681647940074907,0.5127701375245579,0.2357563850687623,"Block Group 3,  Census Tract 304"
060750304004,284,278,6,137,74,0.02112676056338028,0.49280575539568344,0.26618705035971224,"Block Group 4,  Census Tract 304"
060750305001,396,369,27,267,64,0.06818181818181818,0.7235772357723578,0.17344173441734417,"Block Group 1,  Census Tract 305"
060750305002,357,345,12,217,75,0.03361344537815126,0.6289855072463768,0.21739130434782608,"Block Group 2,  Census Tract 305"
060750305003,303,292,11,189,137,0.036303630363036306,0.6472602739726028,0.4691780821917808,"Block Group 3,  Census Tract 305"
060750306002,298,286,12,199,65,0.040268456375838924,0.6958041958041958,0.22727272727272727,"Block Group 2,  Census Tract 306"
060750307001,1105,1067,38,759,155,0.034389140271493215,0.711340206185567,0.14526710402999063,"Block Group 1,  Census Tract 307"
060750307002,690,672,18,485,113,0.02608695652173913,0.7217261904761905,0.16815476190476192,"Block Group 2,  Census Tract 307"
060750307003,952,912,40,586,140,0.04201680672268908,0.6425438596491229,0.15350877192982457,"Block Group 3,  Census Tract 307"
060750308002,283,272,11,197,25,0.038869257950530034,0.7242647058823529,0.09191176470588236,"Block Group 2,  Census Tract 308"
060750308003,268,257,11,182,27,0.041044776119402986,0.708171206225681,0.10505836575875487,"Block Group 3,  Census Tract 308"
060750308004,776,671,105,501,187,0.13530927835051546,0.7466467958271237,0.2786885245901639,"Block Group 4,  Census Tract 308"
060750309001,350,343,7,253,22,0.02,0.7376093294460642,0.0641399416909621,"Block Group 1,  Census Tract 309"
060750309002,517,500,17,310,56,0.03288201160541586,0.62,0.112,"Block Group 2,  Census Tract 309"
060750309003,419,404,15,227,44,0.03579952267303103,0.5618811881188119,0.10891089108910891,"Block Group 3,  Census Tract 309"
060750309004,292,282,10,192,20,0.03424657534246575,0.6808510638297872,0.07092198581560284,"Block Group 4,  Census Tract 309"
060750309006,227,213,14,143,36,0.06167400881057269,0.6713615023474179,0.16901408450704225,"Block Group 6,  Census Tract 309"
060750309007,343,329,14,172,46,0.04081632653061224,0.5227963525835866,0.1398176291793313,"Block Group 7,  Census Tract 309"
060750310003,589,556,33,315,118,0.05602716468590832,0.5665467625899281,0.21223021582733814,"Block Group 3,  Census Tract 310"
060750311001,473,435,38,294,180,0.080338266384778,0.6758620689655173,0.41379310344827586,"Block Group 1,  Census Tract 311"
060750311003,271,263,8,150,62,0.02952029520295203,0.5703422053231939,0.23574144486692014,"Block Group 3,  Census Tract 311"
060750311004,505,481,24,288,163,0.047524752475247525,0.5987525987525988,0.3388773388773389,"Block Group 4,  Census Tract 311"
060750311005,768,738,30,464,289,0.0390625,0.6287262872628726,0.3915989159891599,"Block Group 5,  Census Tract 311"
060750312012,520,477,43,125,288,0.08269230769230769,0.2620545073375262,0.6037735849056604,"Block Group 2,  Census Tract 312.01"
060750312013,277,258,19,94,121,0.06859205776173286,0.3643410852713178,0.4689922480620155,"Block Group 3,  Census Tract 312.01"
060750312014,376,354,22,109,96,0.05851063829787234,0.307909604519774,0.2711864406779661,"Block Group 4,  Census Tract 312.01"
060750312022,478,459,19,97,139,0.0397489539748954,0.2113289760348584,0.3028322440087146,"Block Group 2,  Census Tract 312.02"
060750313011,343,330,13,102,96,0.037900874635568516,0.3090909090909091,0.2909090909090909,"Block Group 1,  Census Tract 313.01"
060750313012,505,488,17,137,128,0.033663366336633666,0.2807377049180328,0.26229508196721313,"Block Group 2,  Census Tract 313.01"
060750313021,453,429,24,66,128,0.052980132450331126,0.15384615384615385,0.29836829836829837,"Block Group 1,  Census Tract 313.02"
060750313022,464,429,35,102,156,0.07543103448275862,0.23776223776223776,0.36363636363636365,"Block Group 2,  Census Tract 313.02"
060750313023,984,919,65,246,315,0.06605691056910569,0.2676822633297062,0.34276387377584333,"Block Group 3,  Census Tract 313.02"
060750314002,459,434,25,97,164,0.054466230936819175,0.22350230414746544,0.3778801843317972,"Block Group 2,  Census Tract 314"
060750314003,404,380,24,70,160,0.0594059405940594,0.18421052631578946,0.42105263157894735,"Block Group 3,  Census Tract 314"
060750310002,415,408,7,262,57,0.016867469879518072,0.6421568627450981,0.13970588235294118,"Block Group 2,  Census Tract 310"
060750135001,849,756,93,612,598,0.10954063604240283,0.8095238095238095,0.791005291005291,"Block Group 1,  Census Tract 135"
060750330005,455,430,25,190,160,0.054945054945054944,0.4418604651162791,0.37209302325581395,"Block Group 5,  Census Tract 330"
060750426012,1063,970,93,597,670,0.08748824082784572,0.6154639175257732,0.6907216494845361,"Block Group 2,  Census Tract 426.01"
060750607002,176,165,11,105,150,0.0625,0.6363636363636364,0.9090909090909091,"Block Group 2,  Census Tract 607"
060750121002,626,572,54,305,550,0.08626198083067092,0.5332167832167832,0.9615384615384616,"Block Group 2,  Census Tract 121"
060750133002,566,508,58,455,280,0.10247349823321555,0.8956692913385826,0.5511811023622047,"Block Group 2,  Census Tract 133"
060750158013,686,645,41,329,559,0.0597667638483965,0.5100775193798449,0.8666666666666667,"Block Group 3,  Census Tract 158.01"
060750168022,648,619,29,382,529,0.044753086419753084,0.617124394184168,0.8546042003231018,"Block Group 2,  Census Tract 168.02"
060750207001,1285,1215,70,892,962,0.054474708171206226,0.7341563786008231,0.7917695473251029,"Block Group 1,  Census Tract 207"
060750228021,257,238,19,152,178,0.07392996108949416,0.6386554621848739,0.7478991596638656,"Block Group 1,  Census Tract 228.02"
060750232002,446,409,37,39,197,0.08295964125560538,0.09535452322738386,0.48166259168704156,"Block Group 2,  Census Tract 232"
060750262004,399,373,26,72,153,0.06516290726817042,0.19302949061662197,0.4101876675603217,"Block Group 4,  Census Tract 262"
060750308005,636,610,26,356,176,0.040880503144654086,0.5836065573770491,0.28852459016393445,"Block Group 5,  Census Tract 308"
