GEOID,mphIndex,meanTime
060750101001,3.511848665907505,65.71617391304348
060750101002,3.427575709889571,64.14852173913043
060750102001,3.4722399470704706,62.15582608695652
060750102002,3.3040591206013685,58.70086956521739
060750102003,3.4334499115462824,60.00591304347826
060750103001,3.36346576693981,61.28173913043478
060750103002,3.3414402445416087,59.794782608695655
060750103003,3.3035323187252508,58.996521739130436
060750104001,3.449772578999986,60.618434782608695
060750104002,3.4396133521716394,61.87791304347826
060750104003,3.324911814058643,65.63165217391304
060750104004,3.519061769185541,60.60452173913043
060750105001,3.5736983585012165,63.73495652173913
060750105002,3.986985331773921,56.33565217391304
060750106001,3.4880415758380967,59.99617391304348
060750106002,3.576093789799995,58.13495652173913
060750106003,3.473755494840796,59.20765217391305
060750107001,3.5134574853294267,57.656
060750107002,3.4572319285023747,57.24104347826087
060750107003,3.5507332935426015,55.28626086956522
060750107004,3.586912851945176,55.604173913043475
060750108001,3.2826136450643557,57.983304347826085
060750108002,3.3247882334359287,55.84069565217391
060750108003,3.3476632599618754,54.81113043478261
060750109001,3.3559695220175936,56.86991304347826
060750109002,3.299535410775351,55.776347826086955
060750109003,3.331711384676438,55.48
060750110001,3.296604920642616,54.49113043478261
060750110002,3.3096998035401275,53.4615652173913
060750110003,3.240777988371168,53.41217391304348
060750111001,3.322035278832115,51.28104347826087
060750111002,3.234503868882618,52.08382608695652
060750111003,3.270531194811695,50.62086956521739
060750112001,3.4294165709412323,53.341913043478264
060750112002,3.3381922211358273,53.56591304347826
060750112003,3.4192329408665336,52.485565217391304
060750113001,3.5804393822622598,53.28382608695652
060750113002,3.653500535016653,51.59547826086956
060750117001,3.919779192113079,50.933217391304346
060750117002,3.9343018500139055,47.06052173913044
060750118001,3.6868199132181445,52.16765217391304
060750119011,3.3372416795489355,52.22226086956522
060750119012,3.3607195894744706,51.25982608695652
060750119021,3.4941621008122246,51.15617391304348
060750119022,3.524536574947901,51.247652173913046
060750120001,3.2871520759630717,49.86643478260869
060750120002,3.2868700205966817,49.37286956521739
060750121001,3.4244060412622037,49.59478260869565
060750121002,3.606287513738899,48.63721739130435
060750122011,3.4027906486628594,47.68904347826087
060750122012,3.4446990832051863,46.49286956521739
060750122021,3.3811658188088676,46.68626086956522
060750123011,3.700298207246524,46.13426086956522
060750123012,3.4196764440805607,47.765913043478264
060750123021,3.47174458308864,47.76834782608696
060750123022,3.533873428295254,48.343304347826084
060750124011,3.4581570280990044,45.40313043478261
060750124012,3.469385466641298,45.90191304347826
060750124021,3.7683475361885375,41.664
060750124022,3.496301454211531,43.21739130434783
060750124023,3.423994372330349,45.24
060750125011,3.7025975138929867,44.04347826086956
060750125012,3.9025366991362036,43.82260869565217
060750125021,3.5659370516986972,46.112
060750125022,3.6299292434064183,45.13669565217391
060750126011,3.1299544286935514,62.85669565217391
060750126021,3.082924570756044,69.17252173913043
060750126022,3.1331234555532066,65.616
060750127001,3.046709557650173,68.66643478260869
060750127002,3.0568672424602497,64.55965217391304
060750127003,3.0350118610636616,63.963130434782606
060750128001,3.1245454395885353,58.998260869565215
060750128002,3.030008139921019,59.632347826086956
060750128003,3.046700424241899,61.09669565217391
060750128004,3.0679487996841113,61.91791304347826
060750129011,3.3047036389409277,58.08417391304348
060750129012,3.3369125530641512,59.36939130434783
060750129021,3.1367458392119394,59.34504347826087
060750129022,3.240815667646661,59.58713043478261
060750129023,3.182228388752695,59.99860869565217
060750130001,3.298153130599896,55.41773913043478
060750130002,3.131515919711868,57.592
060750130003,3.0812135412490034,58.19304347826087
060750130004,3.1621496666036233,56.52208695652174
060750131011,3.260022862543598,53.72278260869565
060750131012,3.275296168726878,51.56695652173913
060750131021,3.113636682052782,53.1575652173913
060750131022,3.0817672639083775,56.06469565217391
060750132001,3.0077095225841566,56.91026086956522
060750132002,3.1293027341177395,54.769739130434786
060750132003,3.0351365991551074,56.82365217391305
060750133001,2.9277052500810212,58.24730434782609
060750133002,2.9597548976332466,56.24695652173913
060750133003,3.0067527592721457,54.844869565217394
060750133004,2.8746051345032355,59.87095652173913
060750133005,2.9822877795894027,57.32626086956522
060750134001,3.055979890750019,53.38295652173913
060750134002,3.041078947330244,53.24034782608695
060750134003,3.0233161417384355,54.82573913043478
060750135001,3.0992526494781147,53.701565217391305
060750135002,3.173478174292034,51.38886956521739
060750151001,3.2267617730411238,49.83234782608696
060750151002,3.250634682887953,48.04417391304348
060750152001,3.0879471677890766,51.39686956521739
060750152002,3.020204090207877,51.996521739130436
060750152003,3.0889051375427563,50.461217391304345
060750153001,2.9564702223387553,52.840347826086955
060750153002,3.0627174498911836,50.81286956521739
060750154001,3.0159812984025507,52.908521739130435
060750154002,2.9472932052635814,52.056695652173914
060750154003,2.9562265268737664,52.752
060750154004,2.8616137964721653,56.455652173913045
060750154005,2.9704296154577494,54.824695652173915
060750155001,3.2234459463101097,47.80730434782609
060750155002,3.0985787805009415,49.00034782608696
060750155003,3.0820855894051884,49.26086956521739
060750156001,2.8511751975331063,54.02052173913044
060750156002,2.8944564564608277,51.958608695652174
060750156003,2.8910292811015545,53.75930434782609
060750157001,2.8194499172614282,52.17078260869565
060750157002,2.8929265118127874,49.332521739130435
060750157003,2.834359724935522,53.203826086956525
060750157004,2.814688229656693,51.95408695652174
060750158011,2.990867950165381,49.3064347826087
060750158012,3.0617174378323955,48.05113043478261
060750158013,3.0238333167387563,47.406608695652174
060750158021,3.04401614546214,46.98608695652174
060750158022,3.1298500848217787,45.19095652173913
060750159001,3.1399524476756024,47.82886956521739
060750159002,3.1153927082372292,47.550260869565214
060750160001,3.282347327949663,45.988521739130434
060750161001,3.092681239157179,47.29008695652174
060750161002,3.0849728690788476,46.09773913043478
060750161003,3.017112062397645,47.74434782608696
060750161004,3.0470799205917656,47.62295652173913
060750162001,3.2616106519863743,44.81321739130435
060750162002,3.3639505398940046,43.096000000000004
060750162003,3.119064690469377,45.57530434782608
060750163001,3.0675277925382387,46.0935652173913
060750163002,3.0527946538365414,45.79860869565218
060750163003,3.168886185579287,44.08973913043478
060750164001,3.0129331534364057,45.93808695652174
060750164002,2.9838992258143024,46.42747826086956
060750165001,2.8861402231671924,48.38365217391304
060750165002,3.0204440756542708,46.860521739130434
060750165003,2.900057320241894,49.205217391304345
060750165004,2.907681433208081,49.88521739130435
060750166001,2.854990431525843,48.03930434782609
060750166002,2.941093410166741,46.96173913043478
060750166003,2.9496234501891005,48.01391304347826
060750166004,2.9083584418119774,47.908521739130435
060750167001,3.1177664116794728,43.69078260869565
060750167002,3.1254131472550077,43.17356521739131
060750167003,2.8601754009441502,47.06191304347826
060750167004,3.0316658890385453,44.94469565217391
060750168011,3.204962098835051,42.73460869565218
060750168012,3.2447158559970797,42.0295652173913
060750168013,3.145510191118284,43.82817391304348
060750168021,3.396889745184714,42.25182608695652
060750168022,3.080442629197292,44.97147826086957
060750168023,3.1960339380069636,43.84313043478261
060750169001,3.2590878783269437,41.60208695652174
060750169002,3.096816260306063,43.189565217391305
060750170001,2.9995766825583656,44.598260869565216
060750170002,2.8471075480120565,46.76347826086956
060750170003,2.8235295325573215,47.60382608695652
060750171011,2.7529709543781484,49.22052173913043
060750171012,2.802640052192,48.47339130434783
060750171013,2.838933125561106,48.130782608695654
060750171021,3.02051751423512,45.93739130434783
060750171022,2.8847265661503187,47.95617391304348
060750171023,2.9340690779086414,47.52
060750176011,3.762699139081819,46.893913043478264
060750176012,3.541797981226614,46.495652173913044
060750176013,3.6415173569730537,43.53321739130435
060750176014,3.460696147660071,43.82365217391305
060750176015,3.601722395128602,47.11304347826087
060750177001,3.1052240775427875,50.76904347826087
060750177002,3.1658715188602153,46.79826086956522
060750178011,3.692930989613852,49.485217391304346
060750178012,3.619972118391311,51.04869565217391
060750178021,3.3655093842284276,49.81113043478261
060750178022,3.1949374816085587,48.638608695652174
060750180001,3.365569230702627,55.24626086956522
060750180002,3.182666244753001,52.32
060750201001,3.365039731746545,42.99443478260869
060750201002,3.245124079306801,43.873739130434785
060750201003,3.344217863393209,43.43930434782609
060750201004,3.5201698463354063,41.18260869565217
060750202001,3.1087012976224675,44.86330434782609
060750202002,3.1800384480449697,43.64904347826087
060750202003,3.251182733989204,42.81356521739131
060750203001,3.247972919025789,42.116521739130434
060750203002,3.16606227998667,42.83826086956522
060750203003,3.1929781119491825,42.302608695652175
060750204011,2.7448702769070126,49.288347826086955
